No;rgb_b1;rgb_b2;rgb_b3;green_b1;green_b2;ndvi_b1;nir_b1;nir_b2;red_b1;red_b2;redEdge_b1;redEdge_b2;Label
278;1.650.429.066;1.583.364.706;1.504.747.405;144.076.418;2.522.138.408;10.336.782;2.071.016.789;2.522.138.408;1.110.685.232;2.522.138.408;2.168.086.159;2.522.138.408;3
282;1.640.779.239;1.565.209.689;1.428.955.017;1.615.298.325;2.522.138.408;10.352.104;2.415.594.505;2.522.138.408;1.256.106.187;2.522.138.408;2.568.335.391;2.522.138.408;3
283;1.625.180.623;1.558.532.872;1.456.750.173;1.475.787.377;2.522.138.408;10.394.989;2.214.652.526;2.522.138.408;11.763.471;2.522.138.408;2.326.402.478;2.522.138.408;3
284;1.596.262.976;1.539.007.612;1.438.398.616;1.437.139.682;2.522.138.408;104.038.725;2.290.003.502;2.522.138.408;116.922.292;2.522.138.408;2.404.132.955;2.522.138.408;3
292;1.596.321.107;147.793.218;1.439.404.844;1.420.954.685;2.522.138.408;10.623.626;2.859.174.062;2.522.138.408;9.463.661.869;2.522.138.408;2.845.354.574;2.522.138.408;3
295;1.630.892.734;1.571.869.896;1.382.873.356;1.621.762.325;2.522.138.408;10.397.263;262.605.928;2.522.138.408;1.205.426.173;2.522.138.408;2.781.771.474;2.522.138.408;3
296;1.584.877.509;1.527.910.035;140.689.827;1.530.525.993;2.522.138.408;1.038.813;2.271.616.194;2.522.138.408;1.141.224.595;2.522.138.408;2.390.676.263;2.522.138.408;3
297;1.574.420.761;1.523.817.301;1.394.466.436;1.499.621.993;2.522.138.408;10.508.828;2.657.597.163;2.522.138.408;108.585.982;2.522.138.408;2.701.636.194;2.522.138.408;3
298;1.542.016.609;1.503.896.194;1.361.775.779;146.564.054;2.522.138.408;10.451.397;2.519.851.474;2.522.138.408;1.149.204.388;2.522.138.408;2.612.771.543;2.522.138.408;3
299;1.580.311.419;1.514.188.235;1.412.069.204;1.407.216.028;2.522.138.408;10.435.624;244.081.319;2.522.138.408;1.143.082.837;2.522.138.408;2.547.279.128;2.522.138.408;3
300;1.546.909.343;1.486.019.377;1.380.052.595;1.396.101.785;2.522.138.408;10.408.602;2.386.114.851;2.522.138.408;1.131.869.661;2.522.138.408;2.485.836.747;2.522.138.408;3
301;1.484.871.972;1.452.614.533;1.332.579.931;1.389.116.692;2.522.138.408;10.459.797;243.203.474;2.522.138.408;103.401.946;2.522.138.408;2.452.391.668;2.522.138.408;3
302;1.453.688.581;1.449.973.702;1.309.802.076;1.405.344.401;2.522.138.408;10.512.482;241.155.827;2.522.138.408;9.757.068.651;2.522.138.408;236.231.009;2.522.138.408;3
305;1.571.046.367;151.919.308;1.418.181.315;1.668.633.121;2.522.138.408;10.577.389;3.473.379.059;2.522.138.408;1.045.718.824;2.522.138.408;3.407.251.003;2.522.138.408;3
308;1.666.932.872;1.578.913.495;1.384.748.789;1.697.005.343;2.522.138.408;10.199.343;2.268.360.512;2.522.138.408;1.394.004.844;2.522.138.408;248.111.074;2.522.138.408;3
309;1.608.761.246;1.537.851.903;1.422.066.436;1.613.367.626;2.522.138.408;10.190.898;2.029.791.336;2.522.138.408;1.242.450.588;2.522.138.408;2.218.723.668;2.522.138.408;3
310;1.523.767.474;1.498.387.543;1.352.791.696;1.570.294.325;2.522.138.408;10.231.806;2.024.776.318;2.522.138.408;1.245.600.484;2.522.138.408;2.165.754.768;2.522.138.408;3
311;1.554.549.481;1.518.643.599;1.361.707.958;1.525.694.727;2.522.138.408;10.244.927;2.067.640.803;2.522.138.408;1.280.725.273;2.522.138.408;2.234.652.208;2.522.138.408;3
312;1.562.595.156;1.513.288.581;1.382.817.993;1.469.237.758;2.522.138.408;10.223.459;2.032.340.443;2.522.138.408;1.304.920.138;2.522.138.408;22.408.111;2.522.138.408;3
313;1.564.777.855;150.633.218;1.382.206.228;1.443.035.377;2.522.138.408;10.230.044;207.590.299;2.522.138.408;1.287.740.941;2.522.138.408;23.079.511;2.522.138.408;3
314;1.544.254.671;1.504.517.647;1.371.914.187;1.402.464.692;2.522.138.408;10.254.406;2.065.361.066;2.522.138.408;1.226.578.201;2.522.138.408;2.238.970.754;2.522.138.408;3
315;1.511.590.311;1.493.731.488;1.342.852.595;1.384.334.644;2.522.138.408;10.246.663;1.872.614.907;2.522.138.408;1.147.437.827;2.522.138.408;1.947.300.194;2.522.138.408;3
316;1.493.799.308;1.489.278.893;1.334.887.197;137.063.164;2.522.138.408;10.290.678;1.773.200.028;2.522.138.408;1.077.568.194;2.522.138.408;176.715.074;2.522.138.408;3
317;154.463.391;1.504.711.419;1.414.642.215;1.384.760.789;2.522.138.408;10.340.023;1.792.740.927;2.522.138.408;1.077.917.744;2.522.138.408;1.761.079.626;2.522.138.408;3
318;1.623.202.768;1.608.110.727;1.455.266.436;1.548.909.633;2.522.138.408;10.484.964;2.497.536.429;2.522.138.408;1.081.866.118;2.522.138.408;240.866.818;2.522.138.408;3
319;1.581.496.194;153.910.173;1.424.787.543;1.690.745.522;2.522.138.408;10.724.327;4.037.797.744;2.522.138.408;9.150.368.581;2.522.138.408;3.933.105.135;2.522.138.408;3
320;1.307.558.478;1.405.739.792;1.167.391.003;1.807.203.211;2.522.138.408;1.063.972;3.663.277.218;2.522.138.408;9.887.733.841;2.522.138.408;3.899.704.706;2.522.138.408;3
322;1.724.718.339;1.606.307.266;1.520.251.903;1.665.979.571;2.522.138.408;10.297.819;2.456.461.135;2.522.138.408;1.198.462.021;2.522.138.408;2.658.033.343;2.522.138.408;3
323;1.691.720.415;1.597.176.471;1.485.683.045;1.627.442.007;2.522.138.408;10.203.526;2.106.309.675;2.522.138.408;1.259.619.045;2.522.138.408;2.307.851.516;2.522.138.408;3
324;1.667.183.391;1.568.119.031;1.466.002.768;1.569.858.754;2.522.138.408;102.809.925;2.203.407.294;2.522.138.408;1.237.828.332;2.522.138.408;2.382.516.194;2.522.138.408;3
325;1.662.134.256;1.558.445.675;1.473.346.713;150.662.854;2.522.138.408;10.296.495;2.218.396.803;2.522.138.408;1.270.270.394;2.522.138.408;2.431.734.671;2.522.138.408;3
326;1.656.354.325;1.555.103.114;1.459.248.443;1.461.545.979;2.522.138.408;10.269.189;2.129.668.637;2.522.138.408;1.280.517.689;2.522.138.408;2.383.199.336;2.522.138.408;3
327;1.648.934.256;1.539.100.346;1.459.745.329;1.418.279.253;2.522.138.408;10.268.761;2.100.299.516;2.522.138.408;1.247.459.529;2.522.138.408;2.335.924.761;2.522.138.408;3
328;1.625.395.156;1.510.070.588;143.366.782;1.412.802.727;2.522.138.408;10.309.342;2.106.130.298;2.522.138.408;1.166.475.253;2.522.138.408;223.159.982;2.522.138.408;3
329;1.630.775.087;1.513.576.471;1.454.931.488;1.418.809.066;2.522.138.408;10.289.374;1.900.884.304;2.522.138.408;1.106.950.007;2.522.138.408;1.923.628.263;2.522.138.408;3
330;1.613.897.578;1.502.704.498;1.460.448.443;1.430.902.145;2.522.138.408;10.289.195;1.769.713.979;2.522.138.408;111.204.317;2.522.138.408;1.775.660.983;2.522.138.408;3
331;1.595.115.571;1.493.119.723;1.449.292.734;1.561.903.682;2.522.138.408;1.049.058;2.454.762.104;2.522.138.408;106.980.764;2.522.138.408;2.341.184.097;2.522.138.408;3
332;1.565.764.706;1.457.922.491;1.416.690.657;1.700.411.087;2.522.138.408;1.070.163;3.626.647.017;2.522.138.408;9.321.930.934;2.522.138.408;3.489.383.197;2.522.138.408;3
333;1.487.597.232;1.572.779.239;1.324.726.644;1.808.493.509;2.522.138.408;10.631.636;3.426.296.581;2.522.138.408;9.996.379.931;2.522.138.408;3.604.451.543;2.522.138.408;3
335;1.713.941.869;1.606.710.035;1.473.421.453;160.721.236;2.522.138.408;102.871.475;2.310.442.118;2.522.138.408;119.730.692;2.522.138.408;2.486.444.692;2.522.138.408;3
340;1.680.631.142;1.547.814.533;1.471.467.128;1.379.638.588;2.522.138.408;10.286.751;1.976.605.979;2.522.138.408;1.251.287.972;2.522.138.408;2.198.947.709;2.522.138.408;3
342;1.627.582.007;1.528.377.855;1.434.638.062;1.345.408.734;2.522.138.408;1.039.627;199.374.591;2.522.138.408;1.068.168.969;2.522.138.408;2.010.039.516;2.522.138.408;3
343;1.631.613.841;1.519.420.069;147.283.045;137.369.301;2.522.138.408;10.346.115;178.185.874;2.522.138.408;1.080.452.844;2.522.138.408;1.783.867.696;2.522.138.408;3
344;1.631.785.467;1.510.413.841;1.471.872.664;1.409.866.851;2.522.138.408;10.381.189;1.822.352.443;2.522.138.408;1.075.339.003;2.522.138.408;178.297.683;2.522.138.408;3
345;1.598.949.481;1.497.294.118;1.441.069.896;174.054.901;2.522.138.408;1.075.191;3.801.965.481;2.522.138.408;9.226.798.062;2.522.138.408;3.553.651.958;2.522.138.408;3
346;1.479.058.824;1.574.404.152;1.315.515.571;1.848.674.353;2.522.138.408;10.601.581;3.230.704.526;2.522.138.408;1.031.579.557;2.522.138.408;3.399.976.028;2.522.138.408;3
348;1.672.440.138;1.564.685.121;1.380.312.803;1.590.935.488;2.522.138.408;10.357.576;2.437.527.696;2.522.138.408;1.182.867.266;2.522.138.408;2.622.688.249;2.522.138.408;3
349;1.686.548.097;158.513.218;1.467.785.467;1.515.911.889;2.522.138.408;10.233.661;1.902.322.893;2.522.138.408;1.202.282.353;2.522.138.408;2.116.041.744;2.522.138.408;3
350;1.656.658.824;1.556.610.381;1.437.512.803;1.530.684.886;2.522.138.408;10.253.188;2.030.035.723;2.522.138.408;1.208.984.706;2.522.138.408;2.250.748.291;2.522.138.408;3
351;1.639.897.578;1.536.152.249;1.421.480.969;1.524.376.983;2.522.138.408;10.335.951;2.189.516.789;2.522.138.408;1.189.141.246;2.522.138.408;2.390.404.374;2.522.138.408;3
352;1.629.847.751;1.536.211.765;1.407.775.779;148.732.317;2.522.138.408;10.371.556;2.239.695.266;2.522.138.408;1.216.240.651;2.522.138.408;2.455.764.194;2.522.138.408;3
353;1.611.952.941;1.516.786.159;1.412.647.751;1.443.410.796;2.522.138.408;10.393.112;2.280.031.003;2.522.138.408;1.214.650.505;2.522.138.408;2.514.337.315;2.522.138.408;3
354;1.598.892.734;149.380.346;1.391.186.159;1.424.365.675;2.522.138.408;10.382.205;2.243.331.225;2.522.138.408;1.204.497.606;2.522.138.408;2.477.630.657;2.522.138.408;3
355;152.376.609;1.453.469.896;1.349.702.422;1.405.082.713;2.522.138.408;10.325.917;2.057.648.277;2.522.138.408;1.190.909.785;2.522.138.408;2.224.723.848;2.522.138.408;3
356;1.505.957.093;143.806.782;1.363.645.675;1.411.862.851;2.522.138.408;103.546.295;1.909.831.446;2.522.138.408;1.102.848.152;2.522.138.408;1.952.736.332;2.522.138.408;3
357;1.592.024.913;1.470.772.318;1.424.492.734;1.431.781.772;2.522.138.408;10.355.581;1.758.942.187;2.522.138.408;1.081.810.076;2.522.138.408;1.755.348.318;2.522.138.408;3
358;158.333.564;1.462.553.633;1.407.511.419;168.765.636;2.522.138.408;10.667.227;3.205.562.215;2.522.138.408;9.663.985.606;2.522.138.408;29.038.591;2.522.138.408;3
359;1.499.321.799;1.558.999.308;1.305.890.657;1.926.798.713;2.522.138.408;10.623.194;3.255.593.024;2.522.138.408;1.047.331.405;2.522.138.408;3.345.086.035;2.522.138.408;3
361;1.650.997.924;1.528.077.509;1.317.849.135;1.684.906.616;2.522.138.408;10.396.792;2.710.045.619;2.522.138.408;1.236.783.488;2.522.138.408;2.945.124.401;2.522.138.408;3
362;1.679.792.388;1.553.850.519;1.468.478.893;1.629.111.266;2.522.138.408;10.206.486;1.887.442.215;2.522.138.408;1.236.412.166;2.522.138.408;2.086.272.194;2.522.138.408;3
363;1.690.404.152;1.548.571.626;1.462.462.284;1.584.411.253;2.522.138.408;10.242.622;1.855.651.474;2.522.138.408;1.205.074.242;2.522.138.408;2.054.737.301;2.522.138.408;3
366;1.622.150.865;1.499.534.948;1.419.028.374;1.430.421.869;2.522.138.408;10.410.634;2.151.162.616;2.522.138.408;1.188.887.087;2.522.138.408;2.340.967.225;2.522.138.408;3
367;1.606.132.872;148.852.872;1.395.103.114;1.371.464.609;2.522.138.408;10.429.784;216.697.654;2.522.138.408;1.165.806.187;2.522.138.408;2.361.017.661;2.522.138.408;3
368;1.551.234.602;1.452.561.938;1.383.898.962;1.363.921.702;2.522.138.408;10.419.279;2.138.496.097;2.522.138.408;1.161.157.343;2.522.138.408;2.320.085.564;2.522.138.408;3
369;1.532.310.035;1.432.718.339;1.404.730.796;1.386.777.592;2.522.138.408;10.392.352;1.960.500.872;2.522.138.408;1.124.889.619;2.522.138.408;2.042.364.761;2.522.138.408;3
370;1.516.903.806;1.407.465.744;1.388.351.557;1.409.866.491;2.522.138.408;10.346.958;1.637.508.997;2.522.138.408;1.086.203.557;2.522.138.408;1.639.513.024;2.522.138.408;3
371;1.556.123.183;1.418.390.311;1.411.379.931;1.580.934.644;2.522.138.408;10.553.523;2.489.349.453;2.522.138.408;100.812.263;2.522.138.408;2.283.340.332;2.522.138.408;3
372;1.457.757.785;1.469.898.962;1.338.186.851;1.998.409.329;2.522.138.408;1.072.755;3.692.592.734;2.522.138.408;980.930.436;2.522.138.408;360.576.919;2.522.138.408;3
375;1.671.321.799;1.584.853.979;1.417.410.381;1.600.508.263;2.522.138.408;10.267.655;2.012.088.277;2.522.138.408;1.231.832.526;2.522.138.408;2.220.297.606;2.522.138.408;3
376;1.697.420.069;1.589.612.457;1.465.008.997;1.591.578.159;2.522.138.408;10.144.437;169.541.074;2.522.138.408;1.300.891.529;2.522.138.408;1.917.807.488;2.522.138.408;3
377;1.662.903.806;1.575.584.775;14.363.391;1.536.686.588;2.522.138.408;1.022.727;1.785.237.315;2.522.138.408;1.230.634.284;2.522.138.408;2.006.423.654;2.522.138.408;3
378;1.620.420.761;1.555.104.498;1.398.001.384;1.522.177.952;2.522.138.408;10.266.271;1.888.223.557;2.522.138.408;1.245.062.035;2.522.138.408;2.105.175.419;2.522.138.408;3
379;1.582.723.875;1.536.213.149;1.363.813.149;1.478.032.471;2.522.138.408;10.298.241;1.955.458.394;2.522.138.408;1.285.219.737;2.522.138.408;2.170.037.315;2.522.138.408;3
380;1.531.327.336;151.447.474;1.353.641.522;1.392.243.128;2.522.138.408;10.363.636;2.024.557.426;2.522.138.408;1.233.332.194;2.522.138.408;2.225.701.024;2.522.138.408;3
381;1.538.849.827;1.506.970.242;1.372.231.142;1.371.404.969;2.522.138.408;10.329.312;1.938.564.277;2.522.138.408;1.235.119.585;2.522.138.408;2.132.211.031;2.522.138.408;3
382;1.534.386.159;1.471.616.609;1.399.987.543;1.377.389.135;2.522.138.408;10.392.572;194.567.737;2.522.138.408;114.536.728;2.522.138.408;2.042.128.498;2.522.138.408;3
383;1.526.723.875;1.453.112.803;1.392.844.291;1.425.824.152;2.522.138.408;10.413.036;1.824.405.536;2.522.138.408;1.066.875.156;2.522.138.408;1.818.387.308;2.522.138.408;3
384;1.567.456.055;1.461.004.844;1.432.726.644;1.607.703.239;2.522.138.408;10.578.301;2.541.964.886;2.522.138.408;980.134.436;2.522.138.408;234.995.027;2.522.138.408;3
385;1.590.225.606;1.513.760.554;1.464.453.979;200.484.036;2.522.138.408;10.717.637;3.408.920.208;2.522.138.408;9.637.015.502;2.522.138.408;337.625.528;2.522.138.408;3
386;1.675.874.048;1.637.247.059;1.365.061.592;1.572.851.557;2.522.138.408;10.555.886;2.266.211.156;2.522.138.408;1.065.337.993;2.522.138.408;2.764.714.893;2.522.138.408;3
390;1.543.521.107;1.540.359.862;1.247.118.339;1.676.417.536;2.522.138.408;106.001.425;2.446.775.253;2.522.138.408;108.523.582;2.522.138.408;2.856.749.052;2.522.138.408;3
393;1.734.685.121;1.620.384.775;1.448.978.547;1.644.242.201;2.522.138.408;10.448.662;2.156.375.156;2.522.138.408;1.208.320.083;2.522.138.408;2.658.977.896;2.522.138.408;3
394;1.747.583.391;1.686.341.869;1.421.259.516;1.633.918.422;2.522.138.408;10.643.097;2.407.755.433;2.522.138.408;100.793.708;2.522.138.408;2.677.925.564;2.522.138.408;3
395;1.607.007.612;1.560.889.965;13.267.391;1.695.040.415;2.522.138.408;105.444.765;2.333.018.478;2.522.138.408;1.108.085.702;2.522.138.408;2.783.709.135;2.522.138.408;3
396;159.123.737;152.946.436;1.283.808.997;1.688.322.588;2.522.138.408;10.358.906;1.922.436.969;2.522.138.408;1.312.126.104;2.522.138.408;2.411.789.273;2.522.138.408;3
397;1.727.970.934;1.625.356.401;1.439.990.311;1.660.840.332;2.522.138.408;10.405.588;2.011.683.266;2.522.138.408;1.264.273.896;2.522.138.408;25219.2;2.522.138.408;3
398;1.556.167.474;151.156.263;124.763.045;1.836.153.218;2.522.138.408;10.591.167;2.552.384.028;2.522.138.408;1.161.688.346;2.522.138.408;2.879.796.318;2.522.138.408;3
399;166.175.917;1.535.496.194;1.338.507.958;1.952.739.696;2.522.138.408;10.500.208;2.667.200.263;2.522.138.408;1.317.208.761;2.522.138.408;3.209.768.471;2.522.138.408;3
400;1.652.334.948;1.527.367.474;129.412.872;1.917.704.706;2.522.138.408;10.512.619;2.767.912.692;2.522.138.408;1.252.609.301;2.522.138.408;3.436.462.671;2.522.138.408;3
401;1.687.648.443;1.573.011.765;1.337.475.433;1.700.289.633;2.522.138.408;10.530.184;2.453.396.651;2.522.138.408;1.169.131.308;2.522.138.408;2.998.988.913;2.522.138.408;3
403;1.734.907.958;1.582.747.405;1.412.831.834;15424.44;2.522.138.408;10.696.246;2.703.868.623;2.522.138.408;9.289.056.886;2.522.138.408;2.919.649.924;2.522.138.408;3
404;176.096.609;1.608.141.176;1.411.062.976;1.720.160.304;2.522.138.408;10.633.006;2.796.917.343;2.522.138.408;1.043.611.654;2.522.138.408;3.292.979.391;2.522.138.408;3
407;1.753.277.509;1.725.626.298;142.695.917;1.635.295.862;2.522.138.408;10.672.738;2.772.835.349;2.522.138.408;9.673.418.547;2.522.138.408;2.933.711.031;2.522.138.408;3
408;1.667.245.675;1.595.108.651;1.320.016.609;1.736.215.225;2.522.138.408;1.062.099;2.816.641.924;2.522.138.408;1.029.655.183;2.522.138.408;3.243.143.612;2.522.138.408;3
409;1.587.890.657;154.312.526;1.236.121.799;1.791.062.824;2.522.138.408;10.563.741;2.606.810.699;2.522.138.408;1.154.243.183;2.522.138.408;3.104.354.948;2.522.138.408;3
410;1.683.284.429;154.829.481;1.320.262.976;166.152.519;2.522.138.408;10.403.331;2.045.064.789;2.522.138.408;1.217.662.256;2.522.138.408;2.152.346.118;2.522.138.408;3
411;1.719.079.585;1.562.372.318;1.344.910.727;1.691.415.294;2.522.138.408;10.422.778;2.143.456.374;2.522.138.408;1.215.172.803;2.522.138.408;2.202.326.699;2.522.138.408;3
412;1.642.445.675;1.512.888.581;1.277.903.114;1.703.261.799;2.522.138.408;10.393.892;2.081.759.087;2.522.138.408;1.241.345.135;2.522.138.408;2.130.338.048;2.522.138.408;3
413;1.597.439.446;1.480.984.083;124.359.308;1.725.670.837;2.522.138.408;10.476.117;2.258.831.308;2.522.138.408;1.175.915.958;2.522.138.408;2.288.104.152;2.522.138.408;3
414;1.566.051.211;1.475.000.692;1.224.312.803;174.524.483;2.522.138.408;1.051.006;2.282.091.654;2.522.138.408;114.683.499;2.522.138.408;2.387.419.723;2.522.138.408;3
415;1.574.981.315;1.470.465.052;1.214.942.561;2.074.849.993;2.522.138.408;10.304.972;2.270.035.682;2.522.138.408;1.455.953.633;2.522.138.408;2.638.647.405;2.522.138.408;3
417;164.573.564;1.561.242.907;1.324.921.799;2.318.413.785;2.522.138.408;9.897.848;1.793.635.294;2.522.138.408;2.234.655.599;2.522.138.408;220.962.508;2.522.138.408;3
419;1.646.308.651;1.568.876.125;1.317.755.017;1.676.332.208;2.522.138.408;10.261.949;1.775.594.948;2.522.138.408;1.302.328.304;2.522.138.408;1.931.847.529;2.522.138.408;3
420;1.661.051.903;154.090.519;1.311.529.412;1.652.944.083;2.522.138.408;10.272.762;1.790.349.785;2.522.138.408;1.278.435.266;2.522.138.408;1.896.468.429;2.522.138.408;3
421;1.587.240.138;1.493.653.979;1.235.195.848;1.662.735.488;2.522.138.408;10.313.849;187.737.117;2.522.138.408;1.268.009.924;2.522.138.408;194.834.173;2.522.138.408;3
422;1.566.357.093;1.469.568.166;1.228.588.235;1.664.598.007;2.522.138.408;103.168.125;1.891.774.242;2.522.138.408;1.286.187.972;2.522.138.408;1.952.323.723;2.522.138.408;3
423;1.554.607.612;1.464.703.114;1.217.238.754;1.696.649.509;2.522.138.408;10.362.776;1.988.784.221;2.522.138.408;1.249.735.862;2.522.138.408;2.062.472.166;2.522.138.408;3
424;1.495.914.187;1.435.756.401;1.169.074.048;1.921.535.931;2.522.138.408;10.285.489;2.172.576.277;2.522.138.408;1.385.712.983;2.522.138.408;2.361.027.599;2.522.138.408;3
425;1.489.456.055;1.440.514.879;1.153.258.131;2.339.827.848;2.522.138.408;10.057.973;2.074.998.574;2.522.138.408;1.936.686.353;2.522.138.408;2.468.783.239;2.522.138.408;3
426;1.497.750.865;1.469.281.661;1.200.656.055;1.694.288.374;2.522.138.408;9.931.597;1.379.678.048;2.522.138.408;1.574.020.526;2.522.138.408;1.642.906.298;2.522.138.408;3
428;162.506.436;154.546.436;1.289.555.709;1.748.415.142;2.522.138.408;10.334.721;1.898.705.882;2.522.138.408;1.266.818.118;2.522.138.408;2.050.104.872;2.522.138.408;3
429;1.617.680.277;1.533.418.685;1.289.453.287;170.255.719;2.522.138.408;10.422.863;2.040.245.522;2.522.138.408;1.180.681.509;2.522.138.408;2.148.245.578;2.522.138.408;3
430;1.587.503.114;149.577.301;125.879.308;1.715.649.481;2.522.138.408;10.382.572;2.096.945.869;2.522.138.408;1.224.377.869;2.522.138.408;2.150.464.484;2.522.138.408;3
431;1.580.114.879;1.465.483.737;124.639.308;1.732.548.623;2.522.138.408;10.411.004;2.204.497.827;2.522.138.408;1.221.338.588;2.522.138.408;2.228.630.727;2.522.138.408;3
432;1.564.588.235;1.456.708.651;1.220.653.287;175.711.474;2.522.138.408;10.395.461;2.144.995.654;2.522.138.408;1.246.039.654;2.522.138.408;2.214.499.668;2.522.138.408;3
433;1.567.349.481;1.446.863.668;1.209.865.744;1.854.824.886;2.522.138.408;103.748.455;2.322.492.692;2.522.138.408;1.259.239.682;2.522.138.408;2.453.167.433;2.522.138.408;3
435;1.485.213.841;1.454.307.266;1.186.690.657;2.203.756.318;2.522.138.408;10.091.432;1.801.116.111;2.522.138.408;1.765.377.827;2.522.138.408;2.240.064.221;2.522.138.408;3
437;1.610.427.682;1.552.026.298;1.304.525.952;17.222.329;2.522.138.408;10.403.441;1.982.720.332;2.522.138.408;1.200.577.204;2.522.138.408;210.058.818;2.522.138.408;3
438;1.612.438.754;1.532.161.938;1.306.352.941;1.661.738.394;2.522.138.408;10.378.619;1.884.843.862;2.522.138.408;1.203.183.972;2.522.138.408;2.001.433.938;2.522.138.408;3
439;1.589.575.087;1.499.112.803;1.270.192.388;1.647.177.592;2.522.138.408;10.350.527;187.522.728;2.522.138.408;1.223.227.322;2.522.138.408;1.962.179.903;2.522.138.408;3
440;1.586.382.007;1.466.847.059;126.119.308;1.674.213.093;2.522.138.408;10.351.045;1.964.051.391;2.522.138.408;1.254.100.498;2.522.138.408;2.016.113.107;2.522.138.408;3
441;159.553.218;1.459.839.446;1.261.730.104;1.677.647.765;2.522.138.408;10.356.108;1.952.048.194;2.522.138.408;126.765.546;2.522.138.408;2.040.867.474;2.522.138.408;3
442;1.592.993.772;1.440.017.993;1.242.849.827;1.827.427.059;2.522.138.408;10.417.801;2.294.809.176;2.522.138.408;1.232.086.242;2.522.138.408;2.503.334.893;2.522.138.408;3
443;1.550.931.488;141.462.699;1.198.249.135;2.267.592.138;2.522.138.408;10.152.717;2.191.676.651;2.522.138.408;1.894.524.955;2.522.138.408;2.634.032.471;2.522.138.408;3
444;1.491.141.869;1.426.891.349;1.161.570.934;2.580.619.045;2.522.138.408;10.051.388;1.993.730.173;2.522.138.408;2.088.372.374;2.522.138.408;2.516.099.516;2.522.138.408;3
446;1.611.683.045;157.057.301;1.328.131.488;1.706.376.983;2.522.138.408;10.422.268;2.008.841.149;2.522.138.408;11.838.689;2.522.138.408;2.081.767.045;2.522.138.408;3
447;1.602.293.426;1.535.659.516;1.313.770.242;1.638.072.235;2.522.138.408;10.360.917;1.837.422.588;2.522.138.408;1.197.875.612;2.522.138.408;1.927.280.498;2.522.138.408;3
448;1.596.788.927;150.16;1.290.161.938;1.602.851.322;2.522.138.408;10.283.819;1.721.461.785;2.522.138.408;1.241.216.512;2.522.138.408;1.814.031.834;2.522.138.408;3
449;1.575.065.744;1.443.987.543;1.261.653.979;1.614.597.841;2.522.138.408;10.251.211;1.719.299.751;2.522.138.408;1.286.986.062;2.522.138.408;1.798.225.121;2.522.138.408;3
450;1.599.130.796;1.439.100.346;1.273.417.301;162.758.728;2.522.138.408;10.274.196;1.774.346.367;2.522.138.408;1.298.987.128;2.522.138.408;1.873.185.467;2.522.138.408;3
451;1.623.851.903;1.444.123.183;1.278.179.931;1.713.673.287;2.522.138.408;10.395.282;2.127.838.242;2.522.138.408;1.229.557.066;2.522.138.408;2.276.213.412;2.522.138.408;3
452;1.583.226.298;142.297.301;1.237.231.834;202.762.937;2.522.138.408;10.127.335;1.981.110.588;2.522.138.408;1.686.804.692;2.522.138.408;2.313.540.221;2.522.138.408;3
453;1.519.990.311;1.398.692.042;1.190.004.152;3.863.342.311;2.522.138.408;-2.515.871;2.825.387.183;2.522.138.408;3.621.736.221;2.522.138.408;3.656.138.131;2.522.138.408;3
454;1.709.317.647;1.581.079.585;1.342.250.519;4.924.141.993;2.522.138.408;-21.547.168;289.566.782;2.522.138.408;405.030.627;2.522.138.408;3.794.825.592;2.522.138.408;3
455;1.552.282.353;151.506.436;1.293.324.567;16856.84;2.522.138.408;10.410.311;2.054.018.464;2.522.138.408;1.184.714.173;2.522.138.408;2.070.731.696;2.522.138.408;3
